SN,FrameNo,Title of Song,Type,Language,Sentiment,Lyrics,Genre
260,Frame_260_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
261,Frame_261_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
262,Frame_262_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
263,Frame_263_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
264,Frame_264_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
265,Frame_265_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
266,Frame_266_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
267,Frame_267_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
268,Frame_268_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
269,Frame_269_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
270,Frame_270_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
271,Frame_271_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
272,Frame_272_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
273,Frame_273_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
274,Frame_274_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
275,Frame_275_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
276,Frame_276_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
277,Frame_277_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
278,Frame_278_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
279,Frame_279_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
280,Frame_280_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
281,Frame_281_Segment_1_A. B. Crentsil - I Go Pay You Tomorrow.jpg,A. B. Crentsil - I Go Pay You Tomorrow,JPG,English,Negative,"Too much troubles oh my brother x1 Akpeteshie seller give me quarter x4 I go pay you tomorrow aye x4 Seller give me half oh x2 I go pay you Monday aye x2 Too much problems in my head oh x2 Too much wahala in my house oh x2 I donât know wetin I go do x2 My wife dey shout for money oh x1 My children dey cry for chop oh x1 So so wahala in my house x2 I want to forget my problems x2 I want to forget my sorrow x2 Life for hard for me x2 If I buzz oh, I go forget my problems x3 If I buzz oh, I go forget my sorrows x3 If I buzz oh, I go forget my troubles x3",Highlife
